review_id,aspect,sentiment,sentiment_score,text,rating
285812,reviews,neutral,0.6822510361671448,"Easy setup, however, it's been less than a week and now the LAN connection keeps going out. First it was once a day. I would turn off the power and turn it back on and it would last almost 24 hours. T",1.0
795779,buttons,neutral,0.4983151257038116,"My nickname is bookface, and i'm a gadget-aholic.<br /><br />The smaller the device, the better. So when I saw the Oasis, I was psyched. I knew I had to have it. I also knew that performance-wise, it ",3.0
795125,Battery life,positive,0.7641512751579285,"The one for left ear world's but has worse sound quality then the 1st one. Also they are uncomfortable and keep calling out, definitely not workout approved. Battery life is good though",3.0
440549,parts,neutral,0.852018415927887,The actual tablet holding part is badly designed/cut.<br />It covers parts of the screen you actually need. A lot.<br />It looks like a very bad fitted suit.<br />The idea of having a detachable keybo,2.0
1021074,No complaints,neutral,0.4624756872653961,Very good for the price.  No complaints.,4.0
557469,Camera,positive,0.7851341962814331,Camera was relatively easy to set up.  The problem is that the when you pull up the video feed it only lasts for 6 minutes when using an Echo View and only one minute when using the mobile app.  I che,2.0
379368,their products,neutral,0.6383984684944153,"Worked great for one year, and now randomly powers down rendering my home network disabled.  I've reached out to APC customer support; let's see how well they support their products.",1.0
839190,Camera,neutral,0.8217977285385132,The initial 30 days were good because of the recording ability.  Camera did seem to drop off Wi-Fi once in awhile but easily reconnected.  After the 30 days you either have to buy the subscription ser,3.0
1045988,device,negative,0.5997235774993896,this ebook reader is awesome.  the only reason I gave 4 stars instead of 5 is because I think they should have worked in the ability to have apps and a Web browser.  there are some quirks with the hom,4.0
973253,Sound quality,positive,0.810080349445343,"Prefer the right angle plug for my bottom-ported phone. Straight plugs are a real frustration getting in and out of pockets, never mind that they make already large phones require deeper pockets. The ",4.0
349804,drivers,negative,0.7650279998779297,"Despite the description, this card would not work on Windows Server 2008 R2.  Windows was unable to find drivers.  We went to the company's website to download drivers, but they offered none stating t",1.0
1042426,storage,neutral,0.5521571040153503,"For the Price you pay it is well worth it, I got this for my daughter and I am pleased to say she loves it!<br /><br />It took us about 10 mins from opening the packet to put songs in it and ready to ",4.0
219107,tablet,negative,0.6542706489562988,Did not charge tablet properly.  Tablet would not achieve full charge with this cable no matter how long I left it connected.,1.0
211349,sound,positive,0.8513526916503906,"The d10b and pa3s combo is very powerful and perhaps most importantly very crisp and clear. Its unreal the amount of power this tiny little box makes, and paired with the d10b it opens up a level of s",5.0
335856,wifi,negative,0.8590576648712158,"Very hard to operate and turn on, also having a hard time getting it to connect to wifi and phone.",1.0
914768,These headphones,positive,0.5113463401794434,"These headphones are sufficient enough to listen to talk radio and some music. The bass isn't that deep and the mic isn't that great, but they are good enough for the price. I'm satisfied with them.",4.0
1067554,Bluetooth,positive,0.9504836797714232,Bought this player along with a set of edifier Bluetooth speaker This system sounds pretty good together. But you have to figure out how to reset Bluetooth speaker and reset player Bluetooth if you co,4.0
866143,picture quality,negative,0.6263659596443176,Cant comment yet on picture quality. But it arrived next day and the cord seems heavy duty. I'll try to update when the consoles drop,4.0
1026221,apps,positive,0.9467726945877076,This is a reasonably priced 4K tv. Has an excellent picture quality. Very easy setup. Comes with a basic remote which I really like. Who needs all the buttons on other remotes. Tv has a coxial adapter,4.0
54963,No complaints,neutral,0.4624756872653961,Worked great. No complaints,5.0
189918,sound quality,positive,0.7546367049217224,"GREAT set of Bluetooth headphones.<br /><br />I use these for work, gym, yard work, skiing, biking, you name it! These have performed well in every condition I've thrown at it.<br /><br />I'm no audio",5.0
788724,mouse,negative,0.8697465658187866,"mouse and keyboard are cheap and not usable. wifi USB dongle keeps disconnecting. HDMI is UNI HDMI. once I replace the keyboard, mouse, and wifi adaptor it works great.",3.0
942867,battery life,neutral,0.6693441271781921,Haven’t had time to test battery life yet. It works as promised—sound quality could be better,4.0
1049627,memory,positive,0.8977783918380737,"Not perfect, but very good!  Easy to read screen, chip that can play most games [unlike the other tablet I bought :( ], plenty of memory.",4.0
770084,Battery life,negative,0.8314266204833984,I was hesitant at first because I did not like the look of the Kindle Oasis and I did not care physical buttons.<br /><br />Upon arrival (I choose the walnut case) I was pleasantly surprised at the si,3.0
505100,HDMI,neutral,0.6961758136749268,"I purchased this unit knowing I'd need pass through HDMI to enjoy Blue Ray advanced audio.  Even the manual says that it will do simple pass through.  However, the only way this thing passes A/V throu",2.0
480363,cable,negative,0.8628339767456055,"Purchased it in early 2013 and the Smart Hub is not SMART.  Wasn't able to use a wireless keyboard to input info to screen, also a pain to do it with my remote after it finally came up to a screen (th",2.0
577997,connectivity,positive,0.8689499497413635,(1) Bass is unnaturally boosted which some may like but I prefer unadulterated sound<br />(2) When resting around the neck the hinges (where the folding mechanism is) pinch the skin as the gaps are no,2.0
559800,hands,positive,0.774320662021637,"So I have two of these VivoBooks, one with Windows 10 and one with the Chrome OS - each for one of my kids. I can confidently say out of the box, the Chromebook wins hands down. Literally on the Chrom",2.0
913003,No complaints,neutral,0.4624756872653961,Works good so far. Construction quality appears high. No complaints.  Fits Iphone with case installed too. Would not hesitate to buy more cables from this mfr if it's all like this.,4.0
87205,Battery,positive,0.9032501578330994,Battery seems strong and holds a charge nicely.,5.0
280732,iPhone,neutral,0.8736843466758728,"I bought this to produce the ability to use a non-powered mic as aux auto input.  I have tried it with the following inputs: iPhone, iPod, unpowered PC pic.  I have tried it with different outputs (ca",1.0
478782,Apple,positive,0.6538569927215576,"I really wanted to like it, but it's just not happening. I spent a month looking at all the options. I picked this one for the Amazon music for workouts and tracking with mountain biking.<br />First, ",2.0
643797,iPhone,neutral,0.5911872982978821,Update(11/09) :  I got another one for testing purpose.  I felt the charging time is still slow and ended up in buying a different one.<br /><br />There were no references to the charging time of diff,3.0
422956,great quality,negative,0.9054256081581116,"I bought these to replace the headphones in my mini van, but I didn’t like that they weren’t fully adjustable.  They also are more for adults and not children heads.  I also didn’t like that they were",1.0
347732,iPad,neutral,0.781320333480835,"After I received the flash drive I tried using it on several devices - iPad, Mac, PC.  It worked initially, for about 10 seconds, and then failed.  I could not read or write to it.  I returned it by U",1.0
144640,sound,positive,0.9135708212852478,"Not an audiophile, but sound seems very nice to me. It was very easy to install. I used the optical connection. Used Bluetooth to play audio files from phone and had no problems connecting. Two compla",5.0
576610,part,positive,0.9310312271118164,"This item is poorly described for the person looking for a) a good all around set of earphones, and b) the person looking for independently adjustable sound from each ear. These are an amazingly good ",2.0
222417,Quality,neutral,0.5362409949302673,The three-prong plugs completely stopped working after about a year of use.  The USB’s oddly still work.  Pretty much useless now.  Quality isn’t like other brands.,1.0
1012427,HDMI,neutral,0.7379463315010071,I bought this projector to use while camping or in other situations where I might want to project from my computer or CD player using HDMI.  This is ALL I want it for: HDMI connection.<br />Turns out ,4.0
976181,computer,neutral,0.5992239713668823,I rated 4 stars because this product has met my expectations. I live with one other person and we are both constantly either on our phone or computer using the network as well as guests and have not b,4.0
727415,iPad,positive,0.8538172841072083,Pros:<br />1. The fake leather looks real enough and matches pretty well to the few strips of real leather that's used in this case<br />2. The case does a pretty good job of protecting the iPad from ,3.0
77241,Logitech,positive,0.6754482984542847,This is the 4th or 5th headset from Logitech that I have had over the last 20 years which is why I keep going back to them. The only issue I have is that the headset is tight if you do not have a smal,5.0
996254,hands,positive,0.9562371969223022,I've been listening to MP3's on portable players since the Diamond 32MB. I'm an absolute music junkie and use these players to get me to (and keep me in) the gym everyday. The iPod (of which I've owne,4.0
709383,earbuds,negative,0.7409877181053162,"They're ok for the price, but you could probably do better. The sound is decent, but even my trusty $8 wired Panasonics sound better, hopefully one day they'll make a wireless version of them. I don't",3.0
454556,Picture quality,positive,0.976540982723236,"The motion detecting has been very inconsistent.  There have been times when the cameras are armed and have not detected the people in the room, and they were coming and going for a period of over thr",2.0
1041424,great quality,positive,0.9662232398986816,Those earbuds are of great quality and design. The sound quality and noise cancellation are superb. The battery life and charging case are impressive.<br />I only wish if they had ear hooks for more s,4.0
191534,wires,neutral,0.4505053460597992,Have always been a big fan of Anker products. This review is from an amateur techie who loves wires and devices. I use this cable to charge my Galaxy Note 7 and it is paired with a 4 port Anker Car Ch,5.0
611079,design,neutral,0.6722540855407715,Reading the reviews of verified buyers is an important factor for me in choosing a product and this mount hit all the check marks for me....or so I thought. This mount was to hold my new Sony XBR75X90,2.0
492948,these speakers,negative,0.9278078079223632,"I give 2* because they did work.  Technically.  Had they not worked at all, I'd had to have taken a star so I have to give 2...but barely.  I had some decent Altec Lansing speakers but they were actin",2.0
60243,apps,neutral,0.574633777141571,Affordable and easy way to add storage to your Xbox One. Simply attach to the USB opening on Xbox One  No power cord is needed as it gets its power from the USB slot. Your Xbox One will format to Micr,5.0
659647,charger,neutral,0.9231796860694884,"I bought a 7&#34; Kindle Fire HD, 32G, in January of 2013.<br />DISPLAY:<br />Display is great. I have an ipad2 and by comparison, side to side, kindle has better display. PDF pages are much sharper. ",3.0
459967,HDMI,neutral,0.5625643134117126,"I have been using the older (5yr old) t240HD and it was a decent and an advance monitor for when it came out. I figured this would be a good upgrade, and BOY was i wrong!<br /><br />The screen quality",2.0
286319,Sony,neutral,0.7089291214942932,"I bought two of these speakers because they were advertised as being party chain compatible, and they seemed perfect for my small event, but I could not get them to sync. I contacted Sony's support on",1.0
758917,cable,positive,0.5054273009300232,built quality is good. the cable works as expected i.e. transfers data (used it to root my phone and copy files) and charges rapidly or slowly depending on the charger you plug it into. unfortunately ,3.0
685870,Battery life,negative,0.8637651205062866,Really cute. Battery life is garbage.,3.0
139958,Cable,negative,0.8471989035606384,"Headphones, while not quite audiophile quality, sound more than good enough. Mic sounds great. Mute button. Volume control, which IMHO is unnecessary. Cable appears to be a bit flimsy, raising doubt a",5.0
695039,battery life,negative,0.8314266204833984,I was hesitant at first because I did not like the look of the Kindle Oasis and I did not care physical buttons.<br /><br />Upon arrival (I choose the walnut case) I was pleasantly surprised at the si,3.0
94216,batteries,neutral,0.7033123970031738,My son use this for his Xbox remote. Before this we were going through hundreds of batteries over the years. I have a old battery collection that I don’t know what to do with.  This product is wonderf,5.0
375242,these cameras,negative,0.6500381827354431,I purchased several Blink XT2 cameras for the outside perimeter of our home and they work reasonable well so I ordered a pair Blink Mini Cams for the inside.<br /><br />There seems to be some issue wi,1.0
673282,size,positive,0.5746030211448669,size is easy to handle<br /><br />pages will &#34;turn&#34; while reading; will turn several pages; doesn't hold battery charge for too long,3.0
792561,durability,neutral,0.5660176873207092,This is a Very lightweight and basic tripod with some questionable durability but it may be suitable for some audiences that are only looking for the bare minimum needed to do photography without worr,3.0
605142,Logitech,negative,0.5418306589126587,"I have been through many headsets in my day, and these are like a childs dollar store set.  Made very poorly.  Cheap and really needed them.  I love Logitech but I waited to long to return due to bein",2.0
440165,Battery,negative,0.7353560924530029,Battery dies in just over a day. Went back to my fitbit,2.0
805709,devices,negative,0.4852344095706939,Works okay but the plugs are too close to the plugs and I’m constantly turning it off when plugging in devices. I wouldn’t buy this design again,3.0
283181,computer,negative,0.7970154285430908,I am not computer savvy but when an item dies a slow death after the 90 day support guarantee I know there is something wrong.  At 4 months of age it disconnected somewhat and I redid every connection,1.0
1049860,memory,neutral,0.7680771350860596,Reasons I liked this flash drive:<br /><br />1) It's price. I've been looking for a flash drive for a while and when I saw that was over half off I bought without a second thought.<br />2) Amount of m,4.0
574308,speakers,neutral,0.8037653565406799,"I originally received a Series II from Amazon.  After set-up the unit was quickly unplugged.  It produced a high ping pop about once a minute, and about once an hour it produced a cat-scaring boom!  T",2.0
1066560,charger,positive,0.9301586747169496,"Pros - sturdy, nice looking, good value for the price, works fine when plugged directly between charger and macbook pro.<br />Cons - Does not charge Macbook pro through an Anker USB Hub. I purchased t",4.0
569910,cameras,negative,0.6446974873542786,Recently bought this product and went to pull out the cable and every three feet the cable has a large kink in it or twisted. Not happy at all. Would not purchase this product again. We are running un,2.0
823532,Cable,negative,0.9065170884132384,Its been opened and used brfore.  Parts missing. Cable would not charge head set i thought they were broken as well. I tried new charging cable i was able to charge and connect.  Im grateful for the p,3.0
28698,durability,neutral,0.5542435646057129,the battery compartment wasn't an issue with me. the flash worked great for me. u just have to disable your internal flash cause it will try to pop up even with the flash cord attached to it. i read t,5.0
87360,sound,negative,0.7685274481773376,I bought this monitor to replace my old one and its a very tight fit. I love how clear everything is too. I had a slight problem with this because it has no sound output. I contacted Amazon and I was ,5.0
397414,cameras,neutral,0.6170876622200012,Very poor  unit.  Wouldn't  recommend. Wouldn't  stay connected  to cameras!,1.0
728666,charger,positive,0.5917037725448608,"Haven't had a chance to try out my camera, but the battery and charger both seem to work.  Will post more when I get since photos done",3.0
475166,Quality,negative,0.838498592376709,"I liked the cable for its gimmick of displaying the watts. However, it sadly did not last long. After 2 months the cable is already failing me. The charging be comes finicky and you have to play with ",2.0
30339,computers,neutral,0.8741058111190796,"First my old ASUS router was about 5 years old an still working. Routers last about 4-5 years and I wanted Wi-Fi 6.<br />This is a mid power router, as you can get cheaper and a lot more expensive one",5.0
570121,these speakers,negative,0.847928524017334,"the quality of these speakers is really lacking considering the size, small computer speakers could be just as good. the Optical port is weird and buggy, it only works with my computer but mutes when ",2.0
757519,bluetooth,positive,0.9580156207084656,"So the sound bar works great, it’s connected through bluetooth and has INSANE audio.. but even after expert assembly, the side speakers and subwoofer don't seem to work (neither have any audio coming ",3.0
1065830,keyboard,positive,0.9673657417297364,It's really good for a starter mouse and keyboard,4.0
765740,Samsung,positive,0.6812050342559814,"I've bought this product because I have a Samsung Lcd Tv and I want it a 100% compatibility. The unit works fine and loads really fast the Bluray's discs compared to other brads, the image is very, ve",3.0
539406,battery,negative,0.9011200070381165,"The Ipod was once a King of all digital music players but it is very close to becoming obsolete. WHY? #1 Battery life, #2 lack of recording ability, #3 Proprietary software RESTRICTIONS. MP3's really ",2.0
69333,laptop,positive,0.6985938549041748,"Perfect for 1 -2 day travels.  Has place for laptop, clothes, workpapers/notebook, incidentals and is built to really last.  Fits above or below plane seat.  Not cheap but worth it.  I expect it to la",5.0
84745,iPad,neutral,0.8675540089607239,"I use this cable to go between iPad or CD player to my Line6 POD XTLive. It came packaged well, looking nice and working like it should. It ought to give trouble free performance forever considering w",5.0
175817,usb,positive,0.9401471614837646,Great tip to flip the connector to support usb 2 device,5.0
150111,drivers,positive,0.6838551759719849,"If you're a photographer or shoot any video, then you're definitely going to want a tool like this in your kit. C-Fast cards are quickly becoming the norm in in the film and photo industry. And USB-C ",5.0
561564,reviews,positive,0.9466208815574646,"First, it is rare that I write a review. I just sort of figure my opinion is not worth any more than someone else's. But, here goes. In a word, disappointed. First I love fender amps and after reading",2.0
889848,great quality,positive,0.96781986951828,"I have come to really enjoy the Bluedio family of headphones. Coming from the T3 AND the T4, I expected a high-quality set of headphones in the Faith (F2), but what I got was above and beyond what I c",4.0
175695,cables,neutral,0.8188802003860474,Works as advertised. Just plug it in and connect cables. Good product,5.0
1038581,features,negative,0.5050783157348633,"It's getting mighty crowded in here. ""Here"" being the portable and semi-portable bluetooth enabled speaker segment of the market. Thanks to the success of the Jambox, a truly portable (although heavy)",4.0
388569,equipment,negative,0.95914888381958,This is the worst piece of equipment I have ever purchased!!!!! The earpiece volume was so low even after turning it up all the way. It sounded like the person on the phone was underwater and at times,1.0
103630,USB,positive,0.9755377173423768,"Like with any Compact Flash reader, be careful when inserting a card to not bend a pin. I have had no problem inserting my CF cards in this reader altho I haven't used it extensively yet. It works gre",5.0
452836,mouse,positive,0.936090886592865,"I wrote a review for the original keyboard, the wired version.  Bottom line?  Loved it!<br /><br />I was wanting a wireless keyboard and mouse, I figured the mouse might not be the best (based off rev",2.0
528642,speakers,neutral,0.9102204442024232,All the major reviews of this system including Consumer Reports state that it can be expanded to 7.1 channel operation by purchasing an optional S-Air rear surround amplifier and speakers.  This is no,2.0
704253,size,positive,0.9014463424682616,"I go through about 2 pairs of headphones per year because I use them daily on the subway and something inevitably happens to them like wires internally fraying, leaving them in my pocket for the washi",3.0
700452,iPad,positive,0.9424279928207396,Pros: iPad 5th generation fits well. Case is strong and covers all edges of device. Design is cool and white stripes of the flag on the inside are raised a little to help iPad stand at different angle,3.0
937194,software,positive,0.5674633979797363,Works fine once software was installed. It did not automatically download software. Probably had to do with my own security settings. Seems to have no problems now. I actually do not move the unit. It,4.0
468851,these cameras,negative,0.8242510557174683,My wifi has a strong connection to the module & my cameras have good connection to wifi & the hub. I can’t count on these cameras doing their job if they keep cutting out. This is the second blink min,2.0
997006,iPad,positive,0.8498088717460632,"Good product, I use it daily. Fits the iPad Air 2 as expected. I deducted 1 star because the seam between the cover and iPad starts to show wear too  quickly.",4.0
831750,apps,neutral,0.5161544680595398,If you were hoping to use this with a battery bank 5v 2a input - the light will be very dim even in dark room.  Good performance can only be achieved with the provided AC wall plug.  The cooling fan i,3.0
630777,speakers,neutral,0.391300618648529,After getting my fire tablet I went on the hunt for a case. This is 1 out of 4 that I decided to try out because I couldn't find one that had what I was looking for. The main things I usually want out,2.0
792654,Sony,positive,0.9377427697181702,"Sony's A1E may very well deliver the best picture quality of any consumer TV in the North American market.  Its visuals are, without hesitation, the most impressive I have ever seen outside of profess",3.0
640171,Sound,negative,0.8079638481140137,"Sound: I based my rating mostly on sound quality, which is definitely inferior to that of the original Apple earbuds. The one advantage of these earbuds in terms of sound is in volume. These phones ha",2.0
928342,headphones,neutral,0.488682746887207,"Great little set of earphones for the price.  They fit neatly into a purse or pocket, and they sound great.  I found them to be comfortable, and I usually cannot tolerate in-ear types of headphones.",4.0
529801,Logitech,negative,0.8220576643943787,"This functioned as it should when I first purchased it - however it did lose a > key early on, and I am super careful and take GREAT care of my things. The other problem, which is a big one, is - piec",2.0
956381,wifi,neutral,0.7704428434371948,"If all it was was a monitor, or even a non-""smart"" TV, it would be okay - though over-priced for that.  But the ""smart"" part leaves much to be desired.<br /><br />Others have mentioned the clunky inte",4.0
599588,Camera,negative,0.8853344917297363,Seller refunded me for my purchase. Camera is just a little dated and doesnt have great picture quality,2.0
734551,laptops,positive,0.601753294467926,"Works, but not for what we had hoped, tryed putting in my semi to run a mini fridge but it blew a fuse had to go buy better ones then when we plugged the fridge in with the new fuse the power inverter",3.0
819264,Sound,positive,0.913232445716858,"I've used these earphones for a few months now and I'm ready to buy a different pair, so by this time I'm qualified to give an opinion.<br /><br />-The Good<br /> Sound is good. I'm not a perfectionis",3.0
576303,charger,negative,0.6826955676078796,Too big and hard to get out of charger,2.0
534062,these cameras,negative,0.5032903552055359,"Had I known what I know today I would have never wasted my time ordering these cameras. Going to try and make this as short as possible<br /><br /> So, my stepdad was released from the hospital March ",2.0
497745,Samsung,positive,0.6538569927215576,"I really wanted to like it, but it's just not happening. I spent a month looking at all the options. I picked this one for the Amazon music for workouts and tracking with mountain biking.<br />First, ",2.0
707350,sound,negative,0.5279713869094849,"Like the speakers, sound is good, but the mounts are CRAP.<br /><br />The only thing that keeps the plastic (mount that attaches to speaker) and metal flange (attaches to wall) connection from rattlin",3.0
825011,high quality,positive,0.9381353259086608,The unit itself is of high quality and durable. The adhesive for mounting is weak and cheap-doesn’t last long...fell off my dash a month later...so one’d today find some good double stick tape to remo,3.0
75701,bluetooth,negative,0.9306089878082277,I'm extremely impressed with these. I HATE wireless/bluetooth earbuds cuz they always fall out and on the ground and get lost. I hate having to charge them and bluetooth is a pain in the bottom. These,5.0
822527,batteries,neutral,0.550165593624115,"I know the cost to manufacture these is mere pennies, but the price is in dollars. Not a great value in that regard, BUT this is a good way to store batteries and track new/used ones.",3.0
694985,Great quality,positive,0.9492969512939452,Great quality in body and cord. However does not play music from a usb flashdrive to you aux port on your car radio.,3.0
354105,better quality,negative,0.7258753180503845,"I purchased this Otterbox phone case in May 2017 and it broke in June 2018. I dropped my phone a few times in the duration of a year (nothing extreme, just fumbling out of my hand, typical if you use ",1.0
776852,sound quality,positive,0.9240314364433287,"I tried two new BT200 with my Nokia 3650 and was about 90% satisfied.  This was much better than a Plantronics and even a Nokia headset in terms of clarity.  However, it did not always work well in tr",3.0
641552,these cameras,positive,0.9403618574142456,"Update 2: I was okay with paying the subscription, but at a certain point the cameras don’t trigger when they are “alarmed” and the customer service is not helpful.<br /><br />Update: you get a trial ",3.0
921782,No complaints,positive,0.9206352829933168,"Worked great in my 1998 S-10 pickup. No complaints, installed easy had all the parts i needed and more. Great product.",4.0
182416,sound quality,positive,0.9855013489723206,"Got these for my 13 year old son instead of AirPods. He thinks they're awesome! They look cool, sound quality is great, and easy to pair with his iPod. He loves the little charging case that comes wit",5.0
9421,cable,positive,0.6400261521339417,These c to c fast charging cables work as advertised for my new Samsung S20 Ultra.  I've been ordering this brand of cable for years because they hold up!  The  added rubber at the ends handle the abu,5.0
840788,Screen,neutral,0.5874384641647339,I’m happy with the device. Screen is big but the screen could be a little clearer “higher quality” and free time quite unnecpextedly a lot.<br /><br />Kids open and quits applications all the time and,3.0
229570,Battery,neutral,0.7382210493087769,Battery came charged 45% laptop ran till the battery went down to 2%. Battery will not even try to charge. I guess you get what you pay for.,1.0
797391,speakers,negative,0.7238969802856445,A lot of people claim this fits Subaru on other sites and I think some reviews on here.  100% does not fit my 2011 Outback unless you are drilling new holes and if your drilling new holes use the one ,3.0
858752,recordings,positive,0.8808349370956421,I like this product because you can set it up and take it down whenever and however you please…I like that it has the ability to keep recordings of any video clips it has taken and you can log on to v,4.0
494711,Logitech,negative,0.8993537425994873,Nice keyboard while the keys stay attached.  Lost at least a half dozen keys so far.  Started along the bottom row and progressing.  Hate that it has this problem since Logitech typically has a decent,2.0
839394,cables,negative,0.631343424320221,Bought these about six months ago and only 1/3 are still working.  My past problems with cables is that they tended to fray at the connection to my iPad or iPhone.  These avoided that problem.  Instea,3.0
934374,videos,positive,0.9596927165985109,Purchased this for my 6 yo daughter to use in the pool. Set up was easy and It’s user friendly. She loved taking videos and photos in the pool and underwater. Would definitely purchase again to gift t,4.0
580759,phones,negative,0.8759799003601074,Great product but did not last more than 6 months. Cable keeps shorting out and not charging phones.,2.0
520424,phone,neutral,0.5562930107116699,"Works sorta, songs pause frequently and a fair amount of clicks and pops. Sometimes doesn’t charge phone.",2.0
386369,apps,negative,0.7817694544792175,"I think that if I were some who used a previous model of Kindle, or read e-books, I would have probably really like this device a lot more than I did.  I can see how this would be a great product for ",1.0
405767,these headphones,negative,0.5214931964874268,"Since about week 2 of owning these headphones I have had difficulty keeping them paired with my phone and computer. They just all of a sudden decide to not pair, even though the device says they are p",1.0
407870,keyboard,neutral,0.6812258362770081,Poorly built laptop.  Tinny keyboard.  Arrived with defective keyboard.  Top left corner was sticking up out of the machine.  Couldn't figure out why it took me 8-9 tries to get logged in.  No number ,1.0
505085,HDMI,neutral,0.5904869437217712,I ordered this item thinking that was HDMI. My mistake.,2.0
1030701,cords,positive,0.5318514704704285,"My troublemaker cat has been very interested in wires and cords since I adopted him. I was pretty good about keeping him off of them, up until the last week when he ate through every cell phone charge",4.0
503013,recordings,neutral,0.8812131285667419,"Night vision is okay. It connects to wifi and does everything fine. It has two major, major issues.<br /><br />1. The subscription. I don't want your cliud service and I shouldn't be forced to pay for",2.0
750303,headphones,negative,0.7012379169464111,"The fit seems fine, but I do not like having to turn up the sound (I switch between headphones for various things and I do not like the requirement to be resetting the system volume to compensate).<br",3.0
500844,iPhone,positive,0.6658463478088379,"I ordered these based on several reviews praising the clarity and bass response from these headphones and have been completely pleased with the sound quality. My problem however, is that no matter whi",2.0
940401,these speakers,positive,0.9843185544013976,"So far these speakers have been wonderful. For the price they are at, the sound quality is really wonderful. I usually have the speakers going themselves but have had to use headphones with it. The kn",4.0
835847,these speakers,neutral,0.68293696641922,"I have these speakers attached to my computer so that I can listen to music while I work.  They are compact and light weight, but the sound they put out is just average.",3.0
906785,no complaints,positive,0.9405614733695984,"I bought this router to replace an ailing Buffalo box that was pushing 6 years old, plus i'm moving into a bigger house soon and needed the better range. Currently it's being used with 2 desktop compu",4.0
326181,phones,negative,0.6934812068939209,"I purchased this access point for VLAN & 802.1x features which are generally available on more expensive ""enterprise"" access points. It is possible that the unit I have is defective, but I can't help ",1.0
804838,Screen,neutral,0.7273169159889221,Screen is not blacked out in the back so you can see to many shadows or lights through it.,3.0
561952,earbuds,neutral,0.5601940751075745,I’m currently on my second pair of earbuds from this particular brand. I don’t have high expectations but I do expect them to work for more than a month. It’s similar to buying a cheap pair of sunglas,2.0
928174,these headphones,positive,0.9892892837524414,These headphones are great!<br /><br />They have great acoustics.<br />Are easily adjustable and collapsible.<br />The mic works great.<br />Cloth chord is a big bonus.<br />And the color is AWESOME!!,4.0
241186,Battery,negative,0.7630295753479004,Battery died 4 weeks after use. Wont take a charge at all. Useless now.,1.0
1047593,ear,negative,0.7446410059928894,So I finally decided I needed to buy some headphones for both talking on the phone and listing to music.  I have a wireless device in my car that clips on to my visor but it really didn't work well be,4.0
720182,Screen,positive,0.9480828046798706,"So it worked good, the screen came in good packaging and was neatly secured with bubble wrapping. Screen was awesome. Butttt I had to reuse the sleep/awake sensor from the original iPad mini screen. I",3.0
856120,picture quality,negative,0.6263659596443176,Cant comment yet on picture quality. But it arrived next day and the cord seems heavy duty. I'll try to update when the consoles drop,4.0
986222,buttons,neutral,0.4734066724777221,"I got one of these for the NEW 3rd Gen Ipod that was a joke for not having buttons.  While I like the IPOD, Im glad to see the 4G has the buttons back.  Anyway, this little cable works great to move t",4.0
483335,better quality,positive,0.7266530394554138,"Not worth the price... The $6.99 earbuds at my local gas station is better quality, and more comfortable, the only thing this is better than the other earbuds is mic quality, and its still not that ou",2.0
976827,memory,negative,0.6231570839881897,"I honestly would give this three stars, but I think I'm being a little unfair. I'm a Mac person who has been forced to buy a Windows machine for work due to incompatible software issues. Overall the l",4.0
837784,app,positive,0.919165015220642,"Disklike:<br />1) ringback function unreliable from sticker to phone, sometimes it works, sometimes not. Samsung S9+ Android 10.<br /><br />2)PRICE, these things are effectively $15 each-other product",3.0
427758,electronics,neutral,0.6539758443832397,I had used extension sets with a Hasselblad and quickly ordered these.  Once I put them on the camera I realized my digital lenses won't function.  Of course the lenses of digital cameras have built i,2.0
79945,ear,positive,0.9669751524925232,"These are the best in-ear headphones and I have spent hours trying to find replacement cushions, also. I use them while riding my horses, so I can loose the cushions easily. I got the medium size repl",5.0
455365,HDMI,positive,0.6374650597572327,VGA Cable connection does not show anything. It works fine with HDMI. But my HP Elitebook does not have an HDMI connector.<br />With VGA it just shows No Signal and then Display going to Sleep.,2.0
861090,quality,positive,0.9735838770866394,"I bought this monitor as a secondary monitor so I do not have keep minimizing windows all the time. The color, resolution, hue, quality of the graphics are awesome. It looks cool too. The only downsid",4.0
901453,memory,positive,0.8572452068328857,I wish it came with memory already in the DVR but it's a nice set,4.0
811780,computer,neutral,0.8726211190223694,This Oasis version is over-rated in the reviews. &#34;no computer required&#34; for downloads BUT computer is required for USB 2.0 charging; no power charging cord included?! Piggy-backed batteries th,3.0
763781,wires,negative,0.7271970510482788,"As other reviews state, the picture quality is very good. Is it equal to hard wiring?..probably not.  But, for 'real world' use (no spectrograph studies), you should be very satisfied.<br /><br />AUDI",3.0
195851,performance,positive,0.9788867235183716,"I was impressed with its features and performance, it has a sleek design that looks good on the wrist. The watch face is a decent size, and the touchscreen is responsive to touch. It runs smoothly and",5.0
756146,Apple,neutral,0.4479246437549591,"There are a few positives about this charging cable, primarily that it's very robust and long enough to reach the middle seats in my vehicle. However, the downside outweighs the positives, which is th",3.0
818342,Bluetooth,neutral,0.4790317118167877,"pros:<br /><br />1) Well constructed<br />2) Six color backlight choices<br />3) Multi-brightness choices<br />4) Keys are very well nicely imprinted with bold bright white, EASILY readable<br />5) Fo",3.0
955418,USB,positive,0.9582770466804504,Nice that it has both USB and USB C.,4.0
238354,their products,neutral,0.9018012285232544,The Blu-ray doesn’t except disk at all. Sent them an email three days ago asking if they test their products before shipping. No response.,1.0
